;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Informações do Empreendimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento da Obra;;;;;;;;;;;;;Informações das Unidades;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento ao Comprador;;;;;
RGI;Código no Mapa;Empreendimento;Edifício;Zona de Valor;Endereço;Bairro;Distrito;Região;Cidade;UF;CEP;Zoneamento;Setor;Quadra;Data Lançamento;Data Entrega;Data Ocupação;Data Projeto Aprovado;Tipologia;Classificação do tipo;Padrão;Status;Área Terreno;Área Total Construída;Torres;Nº de Elevadores;Registro de Incorporação;Infraestrutura;Grupo Incorporador Apelido;Grupo Incorporador;Incorporadora 1;Incorporadora 2;Incorporadora 3;Incorporadora 4;Construtora 1;Construtora 2;Vendedora 1;Vendedora 2;Vendedora 3;Vendedora 4;Banco;Unidade;Dormitórios;Suítes;Banheiros;Nº Vagas;Área Privativa;Área Total;Nº Total de Unidades;Nº Unidades por Pavimento;Nº de Pavimentos;Valor do Dolar no lançamento;(VMU)Preço de venda da unidade no lançamento;(VUV)Preço m2 privativo no lançamento;(VMU)Preço de venda da unidade atualizado INCC;(VUV)Preço m2 privativo atualizado INCC;(VMU)Preço de venda da unidade atualizado IGPM;(VUV)Preço m2 privativo atualizado IGPM;(VMU)Preço de venda da unidade atualizado CUB;(VUV)Preço m2 privativo atualizado CUB;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;VGV;Modalidade;Banco;Condições de pagamento;Responsabilidade do Comprador;Data Pesquisa;Observações
33869614;173;VALE VERDE IPANEMA;TORRE 1, TORRE 2;SOROCABA - SP;R MARIA PALHARES MIGLIORINI, 371;VILA HELENA;SEM DISTRITO;;SOROCABA;SP;18071-150;;0;0;out/14;mai/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;10.800,00;;2;2;;Churrasqueira, Piscina Adulta, Salao de Festas, Piscina Infantil,;ECG;ECG CONSTRUCOES E GEOTECNIA LTDA;ECG CONSTRUCOES E GEOTECNIA LTDA;;;;ECG CONSTRUCOES E GEOTECNIA LTDA;;PUENTE IMOVEIS;;;;;2 DORMS;2;0;1;1;50,19;71,00;104;11;12;2,45;134.900,00;2.687,79;165.797,47;3.303,40;171.093,93;3.408,93;157.122,34;3.130,55;160.078,00;3.189,44;96,15;3,85;100;4;14.029.600,00;Preço Fechado;;;;25/09/2018;
39683315;174;VANCOUVER;TORRE 1, TORRE 2, TORRE 3;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 777;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;;0;0;nov/15;jul/19;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;4.671,22;;3;2;;Quadra Poli-Esportiva, Piscina Adulta, Piscina Coberta, Piscina Infantil, Sauna Seca, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;2 DORMS;2;1;2;2;73,26;109,89;132;4;17;3,78;365.675,00;4.991,47;416.383,32;5.683,64;414.970,63;5.664,36;406.399,74;5.547,36;440.000,00;6.006,01;71,97;28,03;95;37;48.269.100,00;Preço Fechado;;;;25/09/2018;"Torre A e C, 17 pavimento 4 por andar.
Torre B, 18 pavimento 4 por andar."
39683315;174;VANCOUVER;TORRE 1, TORRE 2, TORRE 3;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 777;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;;0;0;nov/15;jul/19;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;4.671,22;;3;2;;Quadra Poli-Esportiva, Piscina Adulta, Piscina Coberta, Piscina Infantil, Sauna Seca, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;3 DORMS;3;1;2;2;103,27;154,90;68;4;17;3,78;511.925,00;4.957,15;582.913,87;5.644,56;580.936,18;5.625,41;568.937,41;5.509,22;630.000,00;6.100,51;63,24;36,76;43;25;34.810.900,00;Preço Fechado;;;;25/09/2018;
39683315;174;VANCOUVER;TORRE 1, TORRE 2, TORRE 3;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 777;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;;0;0;nov/15;jul/19;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;4.671,22;;3;2;;Quadra Poli-Esportiva, Piscina Adulta, Piscina Coberta, Piscina Infantil, Sauna Seca, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;GARDEN;2;1;1;2;78,10;117,00;4;4;17;3,78;323.036,00;4.136,18;367.831,55;4.709,75;366.583,58;4.693,77;359.012,09;4.596,82;402.000,00;5.147,25;100,00;0,00;4;0;1.292.144,00;Preço Fechado;;;;08/05/2018;
39683315;174;VANCOUVER;TORRE 1, TORRE 2, TORRE 3;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 777;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;;0;0;nov/15;jul/19;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;4.671,22;;3;2;;Quadra Poli-Esportiva, Piscina Adulta, Piscina Coberta, Piscina Infantil, Sauna Seca, Playground, Fitness,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;GARDEN;3;2;1;2;119,84;179,76;4;4;17;3,78;453.595,00;3.785,01;516.495,22;4.309,88;514.742,88;4.295,26;504.111,28;4.206,54;560.000,00;4.672,90;100,00;0,00;4;0;1.814.380,00;Preço Fechado;;;;08/05/2018;
37336413;175;VERDI;;SOROCABA - SP;R IPIRANGA, 280;VILA INDEPENDENCIA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18040-345;;0;0;abr/13;nov/15;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;523,57;;1;2;;Academia, Salao de Festas, Salao de Jogos,;PLANETA;CONSTRUTORA PLANETA;CONSTRUTORA PLANETA;;;;CONSTRUTORA PLANETA;;CONSTRUTORA PLANETA;;;;;3 DORMS;3;1;2;2;100,00;150,00;24;2;12;2,01;352.935,00;3.529,35;486.627,00;4.866,27;477.268,70;4.772,69;467.062,75;4.670,63;464.000,00;4.640,00;100,00;0,00;24;0;8.470.440,00;Preço Fechado;;;;07/11/2016;
366791114;176;VIDA NOVA SOROCABA;(MODULO I);SOROCABA - SP;EST DO FIORAVANTE, 0;APARECIDINHA;SEM DISTRITO;;SOROCABA;SP;18087-185;;0;0;nov/14;nov/16;;;Res. Horizontal;ECONOMICO;PADRAO SIMPLES-S/ELEVADOR;EM OBRAS;150.000,00;;0;0;;;GRUPO PACAEMBU;GRUPO PACAEMBU INCORPORADORA;GRUPO PACAEMBU INCORPORADORA;;;;GRUPO PACAEMBU CONSTRUTORA;;GRUPO PACAEMBU LTDA;;;;CAIXA;CASA;2;0;1;1;42,97;66,02;198;0;1;2,55;99.990,00;2.326,97;122.350,25;2.847,34;125.590,40;2.922,74;116.436,65;2.709,72;103.500,00;2.408,66;100,00;0,00;198;0;19.798.020,00;Preço Fechado;CAIXA;;;10/09/2015;
39399713;177;VILA DO ARVOREDO;BLOCO 1, BLOCO 2, BLOCO 3, BLOCO 4, BLOCO 5, BLOCO 6;SOROCABA - SP;R NILVA ZILAH SILVATTI VIANA, 126;CONJUNTO HABITACIONAL JULIO DE MESQUITA FILHO;SEM DISTRITO;INTERIOR;SOROCABA;SP;18053-011;;0;0;mai/13;mai/16;;;Res. Vertical;ECONOMICO;PADRAO SIMPLES-S/ELEVADOR;EM OBRAS;6.200,00;;6;0;;;OCTA;OCTA ENGENHARIA CONSTRUCAO LTDA;OCTA ENGENHARIA CONSTRUCAO LTDA;;;;OCTA ENGENHARIA CONSTRUCAO LTDA;;OCTA ENGENHARIA CONSTRUCAO LTDA;;;;CAIXA;2 DORMS;2;0;1;1;46,00;69,23;96;4;4;2,03;136.000,00;2.956,52;183.387,93;3.986,69;183.902,19;3.997,87;172.328,52;3.746,27;138.000,00;3.000,00;100,00;0,00;96;0;13.056.000,00;Preço Fechado;CAIXA;;;30/07/2013;
89045173;178;VILA EUROPA - ESPANHA;;SOROCABA - SP;R WILSON ROBERTO NILSEN, 2;JARDIM ALPES DE SOROCABA;SEM DISTRITO;;SOROCABA;SP;18079-602;ZR 3;0;0;dez/14;dez/16;;23/03/2017;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;15.800,00;;0;0;;Quadra Gramada, Churrasqueira, Salao de Festas, Playground,;GOLDEN CITY;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS;;;;;CASA;2;0;1;1;52,95;79,42;70;0;1;2,64;121.600,00;2.296,51;148.675,53;2.807,85;151.789,51;2.866,66;141.558,75;2.673,45;185.000,00;3.493,86;100,00;0,00;70;0;8.512.000,00;Preço de Custo;;;;25/09/2018;CG 10/05/2018: Ficha atualizada.
39042317;179;VILA EUROPA - FRANCA;;SOROCABA - SP;R WILSON ROBERTO NILSEN, 2;JARDIM ALPES DE SOROCABA;SEM DISTRITO;;SOROCABA;SP;18079-602;ZR 3;0;0;out/17;jul/19;;;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;11.700,00;;0;0;;Quadra Gramada, Churrasqueira, Salao de Festas,;GOLDEN CITY;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS;;;;;CASA;2;0;1;1;52,95;79,42;3;0;1;3,19;164.650,00;3.109,54;169.933,33;3.209,32;176.866,15;3.340,25;169.179,05;3.195,07;185.000,00;3.493,86;66,67;33,33;2;1;493.950,00;Preço de Custo;;;;28/09/2018;MM: 28.09.2018 Não encontrei fotos da infra-estrutura e implantação.
39042317;179;VILA EUROPA - FRANCA;;SOROCABA - SP;R WILSON ROBERTO NILSEN, 2;JARDIM ALPES DE SOROCABA;SEM DISTRITO;;SOROCABA;SP;18079-602;ZR 3;0;0;out/17;jul/19;;;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;11.700,00;;0;0;;Quadra Gramada, Churrasqueira, Salao de Festas,;GOLDEN CITY;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS;;;;;CASA;2;0;1;1;49,80;74,70;67;0;1;3,19;160.200,00;3.216,87;165.340,54;3.320,09;172.085,98;3.455,54;164.606,65;3.305,36;180.000,00;3.614,46;47,76;52,24;32;35;10.733.400,00;Preço de Custo;;;;28/09/2018;
89046173;180;VILA EUROPA - ITALIA;;SOROCABA - SP;R WILSON ROBERTO NILSEN, 2;JARDIM ALPES DE SOROCABA;SEM DISTRITO;;SOROCABA;SP;18079-602;ZR 3;0;0;nov/16;dez/18;;23/03/2017;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;19.200,00;;0;0;;Quadra Poli-Esportiva, Salao de Festas, Playground,;GOLDEN CITY;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS;;;;;CASA;2;0;1;1;52,95;79,42;70;0;1;3,34;164.160,00;3.100,28;176.563,92;3.334,54;173.905,50;3.284,33;172.513,52;3.258,04;180.000,00;3.399,43;94,29;5,71;66;4;11.491.200,00;Preço Fechado;;;;25/09/2018;CG 10/05/2018: Ficha atualizada.
3626515;181;VILA HAYMAN;;SOROCABA - SP;R LUIZA MATIELLO HANSER, 345;JARDIM PAGLIATO;SEM DISTRITO;;SOROCABA;SP;18046-166;;0;0;mai/15;out/16;;;Res. Horizontal;MEDIO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;2.770,24;;0;0;;;AKLALAY;ALKALAY EMPREENDIMENTOS E PARTICIPACOES;ALKALAY EMPREENDIMENTOS E PARTICIPACOES;;;;ALKALAY EMPREENDIMENTOS E PARTICIPACOES;;MENDES ORTEGA ASSESSORIA IMOBILIARIA;;;;;SOBRADO;3;1;2;2;126,83;188,00;20;0;2;3,06;458.000,00;3.611,13;542.073,09;4.274,01;551.643,17;4.349,47;570.138,31;4.495,29;530.000,00;4.178,82;100,00;0,00;20;0;9.160.000,00;Preço Fechado;;;;28/10/2016;
39296713;182;VILA HELENA;;SOROCABA - SP;R OLIVIO BRITTO MACIEL, 0;JARDIM CAMILA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18066-007;;0;0;jan/13;set/13;;;Res. Horizontal;ECONOMICO;PADRAO SIMPLES-S/ELEVADOR;PRONTO;3.290,00;;0;0;;;INVEST PART;INVESTIDOR PARTICULAR;INVESTIDOR PARTICULAR;;;;INVESTIDOR PARTICULAR;;LOPES JUNIOR IMOVEIS;;;;;2 DORMS;2;0;1;1;43,76;62,02;13;0;1;2,03;122.880,00;2.808,04;172.071,38;3.932,16;167.239,51;3.821,74;163.286,74;3.731,41;175.000,00;3.999,09;100,00;0,00;13;0;1.597.440,00;Preço Fechado;;;;12/01/2015;
362291014;183;VILLA DE ESPANHA;BL 1, BL 2, BL 3, BL 4, BL 5, BL 6, BL 7, BL 8, BL 9, BL 10, BL 11, BL 12, BL 13, BL 14;SOROCABA - SP;R SANTA MARIA, 231;VILA HORTENCIA;SEM DISTRITO;;SOROCABA;SP;18020-216;ZC;0;0;jan/15;jul/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;17.867,09;;14;2;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Playground, Fitness,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;;2 DORMS;2;0;1;1;50,00;75,00;112;4;7;2,63;167.400,00;3.348,00;202.803,83;4.056,08;207.374,32;4.147,49;194.243,35;3.884,87;197.265,00;3.945,30;66,96;33,04;75;37;18.748.800,00;Preço Fechado;;;;25/09/2018;"chat. LF; Ficha revisada OK. 03/05/2018."
362291014;183;VILLA DE ESPANHA;BL 1, BL 2, BL 3, BL 4, BL 5, BL 6, BL 7, BL 8, BL 9, BL 10, BL 11, BL 12, BL 13, BL 14;SOROCABA - SP;R SANTA MARIA, 231;VILA HORTENCIA;SEM DISTRITO;;SOROCABA;SP;18020-216;ZC;0;0;jan/15;jul/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;17.867,09;;14;2;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Playground, Fitness,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;;2 DORMS;2;0;1;2;50,00;75,00;112;4;7;2,63;180.420,00;3.608,40;218.577,46;4.371,55;223.503,43;4.470,07;209.351,16;4.187,02;210.000,00;4.200,00;100,00;0,00;112;0;20.207.040,00;Preço Fechado;;;;03/05/2018;
362291014;183;VILLA DE ESPANHA;BL 1, BL 2, BL 3, BL 4, BL 5, BL 6, BL 7, BL 8, BL 9, BL 10, BL 11, BL 12, BL 13, BL 14;SOROCABA - SP;R SANTA MARIA, 231;VILA HORTENCIA;SEM DISTRITO;;SOROCABA;SP;18020-216;ZC;0;0;jan/15;jul/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;17.867,09;;14;2;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Playground, Fitness,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;;2 DORMS;2;0;1;2;53,00;79,50;224;4;7;2,63;194.370,00;3.667,36;235.477,78;4.442,98;240.784,62;4.543,11;225.538,11;4.255,44;210.000,00;3.962,26;100,00;0,00;224;0;43.538.880,00;Preço Fechado;;;;01/06/2017;
39802517;184;VILLA FLORENCA;;SOROCABA - SP;R ABNER PEDROSO DE ALCANTARA, 634;VILA MINEIRAO;SEM DISTRITO;;SOROCABA;SP;18076-482;ZR 2;0;0;abr/17;jan/19;;;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;5.955,79;3.769,86;0;0;;Churrasqueira, Espaco Gourmet, Playground,;FVC;FVC ENGENHARIA E CONSTRUICOES;FVC ENGENHARIA E CONSTRUICOES;GUEB EMPREENDIMENTOS IMOBILIARIOS;;;FVC ENGENHARIA E CONSTRUICOES;GUEB EMPREENDIMENTOS IMOBILIARIOS;REIS IMOVEIS LTDA;;;;CAIXA;CASA;2;0;1;2;53,00;79,50;76;0;2;3,14;161.865,00;3.054,06;171.439,55;3.234,71;171.176,01;3.229,74;170.110,92;3.209,64;169.900,00;3.205,66;65,79;34,21;50;26;12.301.740,00;Preço Fechado;CAIXA;;;06/09/2018;
3628515;185;VILLA LOBOS CONDOMINIO CLUBE;TORRE 1, TORRE 2, TORRE 3, TORRE 4;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 725;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;;0;0;jan/15;jul/18;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;1.840,00;;4;2;;Academia, Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Interfone, Playground, Spa, Jardins, Home-Office, Fitness, Sala de Ginastica,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;MENDES ORTEGA ASSESSORIA IMOBILIARIA;;;;;3 DORMS;3;1;2;2;85,00;127,50;88;4;11;2,63;380.000,00;4.470,59;460.367,11;5.416,09;470.742,17;5.538,15;440.934,72;5.187,47;402.000,00;4.729,41;100,00;0,00;88;0;33.440.000,00;Preço Fechado;;;;19/02/2018;
3628515;185;VILLA LOBOS CONDOMINIO CLUBE;TORRE 1, TORRE 2, TORRE 3, TORRE 4;SOROCABA - SP;R ANTONIO PEREZ HERNANDEZ, 725;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-115;;0;0;jan/15;jul/18;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;1.840,00;;4;2;;Academia, Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Interfone, Playground, Spa, Jardins, Home-Office, Fitness, Sala de Ginastica,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;MENDES ORTEGA ASSESSORIA IMOBILIARIA;;;;;2 DORMS;2;1;2;2;66,00;99,00;88;4;11;2,63;310.000,00;4.696,97;375.562,64;5.690,34;384.026,51;5.818,58;359.709,90;5.450,15;275.820,00;4.179,09;100,00;0,00;88;0;27.280.000,00;Preço Fechado;;;;29/06/2017;
3637515;186;VILLA LUGANO RESIDENCIAL;;SOROCABA - SP;R ELIAS RODRIGUES CLARO, 612;JARDIM SAO CARLOS;SEM DISTRITO;;SOROCABA;SP;18046-390;;0;0;mai/14;out/15;;;Res. Horizontal;MEDIO;PADRAO MEDIO-S/ELEVADOR;PRONTO;3.533,10;;0;0;;Playground, Espaco Meditacao,;INVEST PART;INVESTIDOR PARTICULAR;INVESTIDOR PARTICULAR;;;;INVESTIDOR PARTICULAR;;MENDES ORTEGA ASSESSORIA IMOBILIARIA;;;;;SOBRADO;3;1;2;2;123,00;184,50;18;0;2;2,22;403.040,00;3.276,75;504.389,60;4.100,73;505.396,59;4.108,92;488.162,63;3.968,80;560.000,00;4.552,85;100,00;0,00;18;0;7.254.720,00;Preço Fechado;;;;15/08/2016;
3708515;187;VILLA LUMIERE;;SOROCABA - SP;R LUIZA MATIELLO HANSER, 355;JARDIM PAGLIATO;SEM DISTRITO;;SOROCABA;SP;18046-166;;0;0;dez/14;dez/16;;;Res. Horizontal;MEDIO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;3.084,31;;0;0;;Espaco Gourmet, Playground,;JDJ;JDJ CONSTRUTORA;JDJ CONSTRUTORA;;;;JDJ CONSTRUTORA;;REIS IMOVEIS LTDA;;;;;3 DORMS;3;3;3;2;157,00;230,00;20;0;2;2,64;474.000,00;3.019,11;579.541,12;3.691,35;591.679,52;3.768,66;551.799,72;3.514,65;610.000,00;3.885,35;100,00;0,00;20;0;9.480.000,00;Preço Fechado;;;;24/02/2017;
39403713;188;VILLA MAGGIORI;;SOROCABA - SP;R FERNANDO AFFONSO, 111;JARDIM AMERICA;SEM DISTRITO;INTERIOR;SOROCABA;SP;18046-703;;0;0;mar/13;out/15;;;Res. Horizontal;MEDIO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;12.000,00;;0;0;;Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Playground, Sala de Ginastica,;MAGNUM;MAGNUM COMERCIAL E CONSTRUTORA LTDA;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;MAGNUM COMERCIAL E CONSTRUTORA LTDA;;;;;3 DORMS;3;1;2;3;140,00;190,00;57;0;2;2,01;486.000,00;3.471,43;675.024,93;4.821,61;658.168,49;4.701,21;644.290,11;4.602,07;595.000,00;4.250,00;100,00;0,00;57;0;27.702.000,00;Preço Fechado;;"VALOR R$ 549.000,00, 30% DA CASA R$ 164.700,00 ATÉ OUTUBRO DE 2014 NA SEGUINTE CONDIÇÃO DE PAGAMENTO; ATO R$ 30.000,00, MENSAIS - 13 X R$ 1.500,00 ATÉ OUTUBRO /2014, PARCELA ÚNICA - R$ 87.555,00 EM DEZEMBRO/2013, PARCELA ÚNICA- R$ 27.645,00 EM JULHO/2014. OBS. NA ENTRADA DOS 30% A CONSTRUTORA  ACEITA UMA CONTRA PROPOSTA. SALDO DEVEDOR R$ 384.300,00 COM O BANCO PARA UMA RENDA DE R$12.000,00";RENDA DE R$12.000,00;28/04/2016;Plantao (15) 3221-9596
3553515;189;VILLA SAO PAULO - VENDAS SUSPENSAS;TORRE A, TORRE B;SOROCABA - SP;AV SAO PAULO, 1630;ALEM PONTE;SEM DISTRITO;;SOROCABA;SP;18013-003;;0;0;mai/15;mai/17;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;4.100,00;;2;2;;Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Sauna Seca, Playground, Brinquedoteca, Fitness,;BARROS E BARROS;BARROS E BARROS CONSTRUTORA E INCORPORADORA;BARROS E BARROS CONSTRUTORA E INCORPORADORA;;;;BARROS E BARROS CONSTRUTORA E INCORPORADORA;;GRUPO ISA IMOBILIARIA LTDA;;;;CAIXA;3 DORMS;3;1;2;2;85,15;127,72;88;4;13;3,06;293.000,00;3.440,99;346.784,75;4.072,64;352.907,09;4.144,54;364.739,14;4.283,49;302.000,00;3.546,68;68,18;31,82;60;28;25.784.000,00;Preço Fechado;CAIXA;;;08/05/2018;"VENDAS SUSPENSAS. TS 25/09/2018: as vendas continuam suspensas, previsao para quando voltarem as obras em Jan/2018. (fonte:Fausto-CVX 011-2645-7800)
LF; 08/05/2018. AS VENDAS CONTINUAM SUSPENSAS SEM PREVISÃO DE RETORNO, FALEI COM O FAUSTO DA CVX (011-2645-7800).

LUD - 20/12/2017 - AS VENDAS ESTAO SUSPENSAS, PREVISAO DE RETORNO EM FEVEREIRO, FALEI COM RAFAEL DA CVX BRASIL.(11)2645-7800."
3553515;189;VILLA SAO PAULO - VENDAS SUSPENSAS;TORRE A, TORRE B;SOROCABA - SP;AV SAO PAULO, 1630;ALEM PONTE;SEM DISTRITO;;SOROCABA;SP;18013-003;;0;0;mai/15;mai/17;;;Res. Vertical;MEDIO;PADRAO MEDIO-C/ELEVADOR;LANÇAMENTO;4.100,00;;2;2;;Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Sauna Seca, Playground, Brinquedoteca, Fitness,;BARROS E BARROS;BARROS E BARROS CONSTRUTORA E INCORPORADORA;BARROS E BARROS CONSTRUTORA E INCORPORADORA;;;;BARROS E BARROS CONSTRUTORA E INCORPORADORA;;GRUPO ISA IMOBILIARIA LTDA;;;;CAIXA;COBERTURA;3;1;2;2;154,58;231,87;16;4;13;3,06;539.170,00;3.487,97;638.143,12;4.128,24;649.409,27;4.201,12;671.182,26;4.341,98;546.000,00;3.532,15;62,50;37,50;10;6;8.626.720,00;Preço Fechado;CAIXA;;;08/05/2018;
3713515;190;VILLAGE AMATO RESERVA;1ª E 2ª FASE;SOROCABA - SP;AV TRES DE MARCO, 5365;APARECIDINHA;SEM DISTRITO;;SOROCABA;SP;18087-180;;0;0;jan/15;jan/19;;;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;124.439,52;;0;0;;Academia, Quadra Poli-Esportiva, Piscina Adulta, Espaco Gourmet, Salao de Festas, Brinquedoteca,;JDJ;JDJ CONSTRUTORA;JDJ CONSTRUTORA;;;;JDJ CONSTRUTORA;;JDJ CONSTRUTORA;;;;CAIXA;CASA;2;1;2;2;56,00;84,00;100;0;1;2,63;175.655,00;3.136,70;212.804,70;3.800,09;217.600,57;3.885,73;203.822,07;3.639,68;216.000,00;3.857,14;96,00;4,00;96;4;17.565.500,00;Preço Fechado;CAIXA;;;24/09/2018;"PSB: Ficha ok. 09.05
1ª Fase: Previsão de entrega para Jan/2018
2ª Fase: Previsão de entrega para Jul/2018"
